Variable Name,Mode of Decomposition,Date,Seasonal Index,Original Series,Trend-Cycle Component,Seasonal Component,Irregular Component,Seasonally Adjusted Series
TotalRevenue,MULT,2015-11-29,48,471347.7426,701372.4949,0.729441681,0.921302236,646176.0475
TotalRevenue,MULT,2015-12-06,49,479207.9683,706630.9117,0.755310356,0.897854492,634451.7383
TotalRevenue,MULT,2015-12-13,50,585283.8268,711547.577,0.798647321,1.0299296,732843.9114
TotalRevenue,MULT,2015-12-20,51,516374.1625,717489.7022,0.725990515,0.991329168,711268.4696
TotalRevenue,MULT,2015-12-27,52,523958.171,724075.4869,0.735176657,0.984285447,712696.9639
TotalRevenue,MULT,2016-01-03,1,631461.657,730570.7235,0.801276109,1.078704589,788069.9922
TotalRevenue,MULT,2016-01-10,2,707051.0761,738072.9875,0.914397982,1.047650001,773242.1664
TotalRevenue,MULT,2016-01-17,3,615067.8722,746481.4914,0.843351383,0.977001964,729313.8832
TotalRevenue,MULT,2016-01-24,4,677583.6334,754164.8017,0.861181526,1.04328255,786806.9773
TotalRevenue,MULT,2016-01-31,5,691538.9663,760714.176,0.870153463,1.044718521,794732.1888
TotalRevenue,MULT,2016-02-07,6,700555.5542,767200.0409,0.87952161,1.038215357,796518.8646
TotalRevenue,MULT,2016-02-14,7,752375.6699,773476.152,0.937654368,1.037397111,802401.9252
TotalRevenue,MULT,2016-02-21,8,674940.0518,779065.2256,1.16015164,0.746752393,581768.8212
TotalRevenue,MULT,2016-02-28,9,779040.5562,783418.5164,1.017659437,0.977155703,765521.8709
TotalRevenue,MULT,2016-03-06,10,841871.1037,788907.2066,1.109532653,0.961788527,758761.9002
TotalRevenue,MULT,2016-03-13,11,860575.1421,797378.0712,1.100044322,0.981102372,782309.517
TotalRevenue,MULT,2016-03-20,12,852944.9369,805972.7844,1.116778614,0.947618498,763754.7194
TotalRevenue,MULT,2016-03-27,13,841151.0246,812901.1424,1.110138204,0.932092892,757699.3765
TotalRevenue,MULT,2016-04-03,14,898642.2773,818668.3076,1.168301887,0.939558422,769186.7036
TotalRevenue,MULT,2016-04-10,15,958029.6371,824380.8683,1.134592155,1.024262478,844382.3911
TotalRevenue,MULT,2016-04-17,16,888740.6907,829817.568,1.170005054,0.915386919,759604.147
TotalRevenue,MULT,2016-04-24,17,1200862.165,833658.3457,1.260434299,1.142838459,952736.8192
TotalRevenue,MULT,2016-05-01,18,1108560.458,837163.7505,1.26820546,1.044141481,874117.3985
TotalRevenue,MULT,2016-05-08,19,944914.9363,843154.5716,1.174934581,0.953831869,804227.7006
TotalRevenue,MULT,2016-05-15,20,955848.1358,851169.671,1.137846484,0.986936215,840050.1734
TotalRevenue,MULT,2016-05-22,21,1030083.728,858624.7596,1.158572634,1.035489866,889097.2373
TotalRevenue,MULT,2016-05-29,22,995637.2616,865120.6437,1.174708688,0.979702657,847560.993
TotalRevenue,MULT,2016-06-05,23,930447.0822,871858.5799,1.147393947,0.930107353,810922.0763
TotalRevenue,MULT,2016-06-12,24,918411.0605,877506.2297,1.113869741,0.939620516,824522.8564
TotalRevenue,MULT,2016-06-19,25,1012835.564,881930.9062,1.190760245,0.964450746,850578.9203
TotalRevenue,MULT,2016-06-26,26,985152.2777,886797.4817,1.072516374,1.035797798,918542.8785
TotalRevenue,MULT,2016-07-03,27,1020620.98,890689.0846,1.097799571,1.043795223,929697.0116
TotalRevenue,MULT,2016-07-10,28,1027657.104,894145.3524,1.046903365,1.097825994,981616.0105
TotalRevenue,MULT,2016-07-17,29,1113240.327,899118.8107,1.112528541,1.112911642,1000639.792
TotalRevenue,MULT,2016-07-24,30,968190.0821,903974.643,1.053928086,1.016233256,918649.0946
TotalRevenue,MULT,2016-07-31,31,957305.2785,907854.2825,1.009768877,1.044268857,948043.954
TotalRevenue,MULT,2016-08-07,32,1003438.574,911831.7822,1.036774809,1.061430664,967846.2144
TotalRevenue,MULT,2016-08-14,33,1008942.924,916038.3901,1.052358003,1.046620932,958744.9532
TotalRevenue,MULT,2016-08-21,34,979694.6449,927031.258,1.074987787,0.983088975,911354.2096
TotalRevenue,MULT,2016-08-28,35,882551.9551,939363.9781,1.038171923,0.904976079,850101.9296
TotalRevenue,MULT,2016-09-04,36,1043793.882,947042.2059,1.076352396,1.023978719,969751.0648
TotalRevenue,MULT,2016-09-11,37,1109374.698,954945.1533,1.0764719,1.079188057,1030565.404
TotalRevenue,MULT,2016-09-18,38,962636.7423,963153.8929,0.972226629,1.028014493,990136.1609
TotalRevenue,MULT,2016-09-25,39,864199.7235,972444.4623,0.93058249,0.954980358,928665.3608
TotalRevenue,MULT,2016-10-02,40,875829.9937,982207.1941,0.909390388,0.980542323,963095.7238
TotalRevenue,MULT,2016-10-09,41,854376.8827,990164.2055,0.849379658,1.015875322,1005883.381
TotalRevenue,MULT,2016-10-16,42,792250.411,998797.1714,0.812709894,0.975999561,974825.601
TotalRevenue,MULT,2016-10-23,43,711251.1868,1004980.894,0.782114632,0.904887914,909395.0647
TotalRevenue,MULT,2016-10-30,44,817349.6401,1008626.625,0.857971524,0.944505679,952653.5759
TotalRevenue,MULT,2016-11-06,45,972127.4516,1016689.174,0.90208755,1.059952294,1077642.022
TotalRevenue,MULT,2016-11-13,46,924208.4149,1025703.556,0.821733928,1.09652071,1124705.192
TotalRevenue,MULT,2016-11-20,47,903222.5394,1032695.969,0.847208663,1.032361731,1066115.798
TotalRevenue,MULT,2016-11-27,48,798379.0409,1039932.123,0.729441681,1.052479288,1094507.02
TotalRevenue,MULT,2016-12-04,49,852922.0334,1049545.028,0.755310356,1.075927031,1129233.866
TotalRevenue,MULT,2016-12-11,50,798925.3372,1059857.043,0.798647321,0.943851923,1000348.109
TotalRevenue,MULT,2016-12-18,51,762899.0079,1069607.908,0.725990515,0.982452355,1050838.809
TotalRevenue,MULT,2016-12-25,52,783557.1817,1077122.034,0.735176657,0.989496077,1065808.027
TotalRevenue,MULT,2017-01-01,1,776589.3473,1082801.552,0.801276109,0.895076934,969190.6929
TotalRevenue,MULT,2017-01-08,2,921375.2336,1087999.284,0.914397982,0.926131522,1007630.433
TotalRevenue,MULT,2017-01-15,3,917983.3836,1092011.307,0.843351383,0.996779559,1088494.549
TotalRevenue,MULT,2017-01-22,4,879674.6812,1097770.331,0.861181526,0.930498974,1021474.166
TotalRevenue,MULT,2017-01-29,5,892930.4226,1104527.673,0.870153463,0.929063003,1026175.796
TotalRevenue,MULT,2017-02-05,6,912824.0657,1109343.541,0.87952161,0.935566166,1037864.284
TotalRevenue,MULT,2017-02-12,7,977594.3839,1113426.981,0.937654368,0.936384413,1042595.67
TotalRevenue,MULT,2017-02-19,8,1592979.6,1119027.045,1.16015164,1.227029131,1373078.782
TotalRevenue,MULT,2017-02-26,9,1143603.898,1127563.549,1.017659437,0.996625821,1123758.947
TotalRevenue,MULT,2017-03-05,10,1275843.447,1136265.428,1.109532653,1.011992996,1149892.655
TotalRevenue,MULT,2017-03-12,11,1248509.335,1143332.923,1.100044322,0.992679151,1134962.755
TotalRevenue,MULT,2017-03-19,12,1318719.659,1150718.327,1.116778614,1.026163025,1180824.599
TotalRevenue,MULT,2017-03-26,13,1341595.517,1160129.914,1.110138204,1.041688632,1208494.143
TotalRevenue,MULT,2017-04-02,14,1413521.89,1169858.207,1.168301887,1.034223101,1209894.383
TotalRevenue,MULT,2017-04-09,15,1270679.209,1179485.123,1.134592155,0.949519045,1119943.588
TotalRevenue,MULT,2017-04-16,16,1473919.582,1190250.668,1.170005054,1.058394604,1259754.885
TotalRevenue,MULT,2017-04-23,17,1258790.432,1201882.338,1.260434299,0.830943064,998695.7931
TotalRevenue,MULT,2017-04-30,18,1429788.245,1212738.826,1.26820546,0.929640042,1127410.573
TotalRevenue,MULT,2017-05-07,19,1462192.22,1220146.693,1.174934581,1.019949655,1244488.199
TotalRevenue,MULT,2017-05-14,20,1376066.568,1225481.307,1.137846484,0.986845308,1209360.479
TotalRevenue,MULT,2017-05-21,21,1337076.27,1229971.534,1.158572634,0.938291657,1154072.029
TotalRevenue,MULT,2017-05-28,22,1441204.671,1234169.017,1.174708688,0.994078867,1226861.337
TotalRevenue,MULT,2017-06-04,23,1484621.825,1239762.086,1.147393947,1.04367417,1293907.666
TotalRevenue,MULT,2017-06-11,24,1436685.884,1247209.068,1.113869741,1.034161007,1289814.986
TotalRevenue,MULT,2017-06-18,25,1508650.722,1255251.825,1.190760245,1.009330778,1266964.301
TotalRevenue,MULT,2017-06-25,26,1270806.188,1263223.18,1.072516374,0.937983726,1184882.784
TotalRevenue,MULT,2017-07-02,27,1325636.9,1271518.464,1.097799571,0.949683422,1207540.006
TotalRevenue,MULT,2017-07-09,28,1263205.328,1281196.805,1.046903365,0.94178443,1206611.203
TotalRevenue,MULT,2017-07-16,29,1294942.49,1292207.466,1.112528541,0.900755815,1163963.389
TotalRevenue,MULT,2017-07-23,30,1385426.472,1301669.231,1.053928086,1.009884867,1314536.058
TotalRevenue,MULT,2017-07-30,31,1242832.428,1310212.646,1.009768877,0.939396221,1230808.808
TotalRevenue,MULT,2017-08-06,32,1218761.739,1319430.723,1.036774809,0.890938616,1175531.782
TotalRevenue,MULT,2017-08-13,33,1218297.516,1327628.634,1.052358003,0.871993485,1157683.519
TotalRevenue,MULT,2017-08-20,34,1352746.663,1334788.645,1.074987787,0.942758458,1258383.285
TotalRevenue,MULT,2017-08-27,35,1397296.374,1341742.141,1.038171923,1.003113771,1345920.019
TotalRevenue,MULT,2017-09-03,36,1434044.845,1348704.447,1.076352396,0.987851039,1332319.09
TotalRevenue,MULT,2017-09-10,37,1454143.209,1356117.646,1.0764719,0.996109576,1350841.773
TotalRevenue,MULT,2017-09-17,38,1385950.25,1363643.959,0.972226629,1.045391913,1425542.366
TotalRevenue,MULT,2017-09-24,39,1419691.294,1369987.554,0.93058249,1.11358256,1525594.248
TotalRevenue,MULT,2017-10-01,40,1332080.915,,0.909390388,,1464806.46
TotalRevenue,MULT,2017-10-08,41,1399325.208,,0.849379658,,1647467.294
TotalRevenue,MULT,2017-10-15,42,1366918.785,,0.812709894,,1681927.087
TotalRevenue,MULT,2017-10-22,43,1346276.506,,0.782114632,,1721328.882
TotalRevenue,MULT,2017-10-29,44,1311399.041,,0.857971524,,1528487.84
TotalRevenue,MULT,2017-11-05,45,1248496.253,,0.90208755,,1384007.852
TotalRevenue,MULT,2017-11-12,46,1202639.461,,0.821733928,,1463538.768
TotalRevenue,MULT,2017-11-19,47,1091775.082,,0.847208663,,1288673.181
TotalRevenue,MULT,2017-11-26,48,1046364.69,,0.729441681,,1434473.401
TotalRevenue,MULT,2017-12-03,49,1186615.602,,0.755310356,,1571030.495
TotalRevenue,MULT,2017-12-10,50,1239717.853,,0.798647321,,1552271.973
TotalRevenue,MULT,2017-12-17,51,1158553.309,,0.725990515,,1595824.304
TotalRevenue,MULT,2017-12-24,52,1216923.718,,0.735176657,,1655280.683
TotalRevenue,MULT,2017-12-31,1,1205932.39,,0.801276109,,1505014.783
TotalRevenue,MULT,2018-01-07,2,1498579.656,,0.914397982,,1638870.258
TotalRevenue,MULT,2018-01-14,3,1485887.65,,0.843351383,,1761884.404
TotalRevenue,MULT,2018-01-21,4,1295794.037,,0.861181526,,1504670.035
TotalRevenue,MULT,2018-01-28,5,1365326.236,,0.870153463,,1569063.728
TotalRevenue,MULT,2018-02-04,6,1399108.279,,0.87952161,,1590760.549
TotalRevenue,MULT,2018-02-11,7,1343892.904,,0.937654368,,1433249.766
TotalRevenue,MULT,2018-02-18,8,1971322.218,,1.16015164,,1699193.58
TotalRevenue,MULT,2018-02-25,9,1488424.863,,1.017659437,,1462596.237
TotalRevenue,MULT,2018-03-04,10,1655102.285,,1.109532653,,1491711.2
TotalRevenue,MULT,2018-03-11,11,1640223.143,,1.100044322,,1491051.87
TotalRevenue,MULT,2018-03-18,12,1709742.429,,1.116778614,,1530959.143
TotalRevenue,MULT,2018-03-25,13,1610306.682,,1.110138204,,1450546.137
